Removed Pin From Net: NetName=NetC13_1 Pin=C13-1
Removed Pin From Net: NetName=en_ox Pin=DA1-1
Removed Pin From Net: NetName=GND Pin=DA1-3
Removed Pin From Net: NetName=+12_akkum Pin=DA1-5
Removed Pin From Net: NetName=+12_sw Pin=DA1-6
Removed Pin From Net: NetName=+12_sw Pin=DA1-7
Removed Pin From Net: NetName=+12_akkum Pin=DA1-8
Removed Pin From Net: NetName=GND Pin=R2-1
Removed Pin From Net: NetName=RS485_1_N Pin=R3-1
Removed Pin From Net: NetName=RS485_1_P Pin=R3-2
Removed Pin From Net: NetName=GND Pin=R4-1
Removed Pin From Net: NetName=GND Pin=VD11-1
Removed Member From Class: ClassName=Udcdc5v Member=C13
Removed Member From Class: ClassName=Udcdc_na_akkum Member=C29
Removed Member From Class: ClassName=ıÂıÂÏ‡ Member=DA3
Removed Member From Class: ClassName=Udcdc_na_akkum Member=VD11
Change Component Footprint: Designator=R1 Old Footprint=0603R New Footprint=1206R
Change Component Footprint: Designator=R2 Old Footprint=0603R New Footprint=1206R
Change Component Designator: OldDesignator=C6 NewDesignator=C8
Change Component Designator: OldDesignator=C26_2 NewDesignator=C29_2
Change Component Designator: OldDesignator=DA2 NewDesignator=DA1
Change Component Designator: OldDesignator=DA3 NewDesignator=DA2
Change Component Designator: OldDesignator=DA4 NewDesignator=DA3
Change Component Designator: OldDesignator=DA5_1 NewDesignator=DA4_1
Change Component Designator: OldDesignator=DA5_2 NewDesignator=DA4_2
Change Component Designator: OldDesignator=DA6_1 NewDesignator=DA5_1
Change Component Designator: OldDesignator=DA6_2 NewDesignator=DA5_2
Change Component Designator: OldDesignator=DA6_3 NewDesignator=DA5_3
Change Component Designator: OldDesignator=DA6_4 NewDesignator=DA5_4
Change Component Designator: OldDesignator=DA6_5 NewDesignator=DA5_5
Change Component Designator: OldDesignator=DA6_6 NewDesignator=DA5_6
Change Component Designator: OldDesignator=DA6_7 NewDesignator=DA5_7
Change Component Designator: OldDesignator=DA7_1 NewDesignator=DA6_1
Change Component Designator: OldDesignator=DA7_2 NewDesignator=DA6_2
Change Component Designator: OldDesignator=DA7_3 NewDesignator=DA6_3
Change Component Designator: OldDesignator=DA7_4 NewDesignator=DA6_4
Change Component Designator: OldDesignator=DA7_5 NewDesignator=DA6_5
Change Component Designator: OldDesignator=DA7_6 NewDesignator=DA6_6
Change Component Designator: OldDesignator=DA7_7 NewDesignator=DA6_7
Change Component Designator: OldDesignator=DA8_1 NewDesignator=DA7_1
Change Component Designator: OldDesignator=DA8_2 NewDesignator=DA7_2
Change Component Designator: OldDesignator=DA8_3 NewDesignator=DA7_3
Change Component Designator: OldDesignator=DA8_4 NewDesignator=DA7_4
Change Component Designator: OldDesignator=DA8_5 NewDesignator=DA7_5
Change Component Designator: OldDesignator=DA8_6 NewDesignator=DA7_6
Change Component Designator: OldDesignator=DA8_7 NewDesignator=DA7_7
Change Component Designator: OldDesignator=DA9 NewDesignator=DA8
Change Component Designator: OldDesignator=R5 NewDesignator=R3
Change Component Designator: OldDesignator=R6 NewDesignator=R4
Change Component Designator: OldDesignator=R7 NewDesignator=R5
Change Component Designator: OldDesignator=R8 NewDesignator=R6
Change Component Designator: OldDesignator=R9 NewDesignator=R7
Change Component Designator: OldDesignator=R10 NewDesignator=R8
Change Component Designator: OldDesignator=R11 NewDesignator=R9
Change Component Designator: OldDesignator=R15 NewDesignator=R16
Change Component Designator: OldDesignator=R16 NewDesignator=R17
Change Component Designator: OldDesignator=R17 NewDesignator=R18
Change Component Designator: OldDesignator=R18 NewDesignator=R19
Change Component Designator: OldDesignator=R19 NewDesignator=R20
Change Component Designator: OldDesignator=R20 NewDesignator=R22
Change Component Designator: OldDesignator=R21 NewDesignator=R23
Change Component Designator: OldDesignator=R22 NewDesignator=R24
Change Component Designator: OldDesignator=R23_1 NewDesignator=R25_1
Change Component Designator: OldDesignator=R23_2 NewDesignator=R25_2
Change Component Designator: OldDesignator=R24_1 NewDesignator=R26_1
Change Component Designator: OldDesignator=R24_2 NewDesignator=R26_2
Change Component Designator: OldDesignator=R25_1 NewDesignator=R27_1
Change Component Designator: OldDesignator=R25_2 NewDesignator=R27_2
Change Component Designator: OldDesignator=R26_1 NewDesignator=R28_1
Change Component Designator: OldDesignator=R26_2 NewDesignator=R28_2
Change Component Designator: OldDesignator=R26_3 NewDesignator=R28_3
Change Component Designator: OldDesignator=R26_4 NewDesignator=R28_4
Change Component Designator: OldDesignator=R26_5 NewDesignator=R28_5
Change Component Designator: OldDesignator=R26_6 NewDesignator=R28_6
Change Component Designator: OldDesignator=R26_7 NewDesignator=R28_7
Change Component Designator: OldDesignator=R27_1 NewDesignator=R29_1
Change Component Designator: OldDesignator=R27_2 NewDesignator=R29_2
Change Component Designator: OldDesignator=R27_3 NewDesignator=R29_3
Change Component Designator: OldDesignator=R27_4 NewDesignator=R29_4
Change Component Designator: OldDesignator=R27_5 NewDesignator=R29_5
Change Component Designator: OldDesignator=R27_6 NewDesignator=R29_6
Change Component Designator: OldDesignator=R27_7 NewDesignator=R29_7
Change Component Designator: OldDesignator=R28_1 NewDesignator=R30_1
Change Component Designator: OldDesignator=R28_2 NewDesignator=R30_2
Change Component Designator: OldDesignator=R28_3 NewDesignator=R30_3
Change Component Designator: OldDesignator=R28_4 NewDesignator=R30_4
Change Component Designator: OldDesignator=R28_5 NewDesignator=R30_5
Change Component Designator: OldDesignator=R28_6 NewDesignator=R30_6
Change Component Designator: OldDesignator=R28_7 NewDesignator=R30_7
Change Component Designator: OldDesignator=R29_1 NewDesignator=R31_1
Change Component Designator: OldDesignator=R29_2 NewDesignator=R31_2
Change Component Designator: OldDesignator=R29_3 NewDesignator=R31_3
Change Component Designator: OldDesignator=R29_4 NewDesignator=R31_4
Change Component Designator: OldDesignator=R29_5 NewDesignator=R31_5
Change Component Designator: OldDesignator=R29_6 NewDesignator=R31_6
Change Component Designator: OldDesignator=R29_7 NewDesignator=R31_7
Change Component Designator: OldDesignator=R30_1 NewDesignator=R32_1
Change Component Designator: OldDesignator=R30_2 NewDesignator=R32_2
Change Component Designator: OldDesignator=R30_3 NewDesignator=R32_3
Change Component Designator: OldDesignator=R30_4 NewDesignator=R32_4
Change Component Designator: OldDesignator=R30_5 NewDesignator=R32_5
Change Component Designator: OldDesignator=R30_6 NewDesignator=R32_6
Change Component Designator: OldDesignator=R30_7 NewDesignator=R32_7
Change Component Designator: OldDesignator=R31_1 NewDesignator=R33_1
Change Component Designator: OldDesignator=R31_2 NewDesignator=R33_2
Change Component Designator: OldDesignator=R31_3 NewDesignator=R33_3
Change Component Designator: OldDesignator=R31_4 NewDesignator=R33_4
Change Component Designator: OldDesignator=R31_5 NewDesignator=R33_5
Change Component Designator: OldDesignator=R31_6 NewDesignator=R33_6
Change Component Designator: OldDesignator=R31_7 NewDesignator=R33_7
Change Component Designator: OldDesignator=R32_1 NewDesignator=R34_1
Change Component Designator: OldDesignator=R32_2 NewDesignator=R34_2
Change Component Designator: OldDesignator=R32_3 NewDesignator=R34_3
Change Component Designator: OldDesignator=R32_4 NewDesignator=R34_4
Change Component Designator: OldDesignator=R32_5 NewDesignator=R34_5
Change Component Designator: OldDesignator=R32_6 NewDesignator=R34_6
Change Component Designator: OldDesignator=R32_7 NewDesignator=R34_7
Change Component Designator: OldDesignator=R33_1 NewDesignator=R35_1
Change Component Designator: OldDesignator=R33_2 NewDesignator=R35_2
Change Component Designator: OldDesignator=R33_3 NewDesignator=R35_3
Change Component Designator: OldDesignator=R33_4 NewDesignator=R35_4
Change Component Designator: OldDesignator=R33_5 NewDesignator=R35_5
Change Component Designator: OldDesignator=R33_6 NewDesignator=R35_6
Change Component Designator: OldDesignator=R33_7 NewDesignator=R35_7
Change Component Designator: OldDesignator=R34_1 NewDesignator=R36_1
Change Component Designator: OldDesignator=R34_2 NewDesignator=R36_2
Change Component Designator: OldDesignator=R34_3 NewDesignator=R36_3
Change Component Designator: OldDesignator=R34_4 NewDesignator=R36_4
Change Component Designator: OldDesignator=R34_5 NewDesignator=R36_5
Change Component Designator: OldDesignator=R34_6 NewDesignator=R36_6
Change Component Designator: OldDesignator=R34_7 NewDesignator=R36_7
Change Component Designator: OldDesignator=R35 NewDesignator=R37
Change Component Designator: OldDesignator=R36 NewDesignator=R38
Change Component Designator: OldDesignator=R37 NewDesignator=R39
Change Component Designator: OldDesignator=R38 NewDesignator=R40
Change Component Designator: OldDesignator=VD2 NewDesignator=VD3
Change Component Designator: OldDesignator=VD3 NewDesignator=VD8
Change Component Designator: OldDesignator=VD4 NewDesignator=VD2
Change Component Designator: OldDesignator=VD5 NewDesignator=VD4
Change Component Designator: OldDesignator=VD7 NewDesignator=VD10
Change Component Designator: OldDesignator=VD8 NewDesignator=VD11
Change Component Designator: OldDesignator=VD9_1 NewDesignator=VD12_1
Change Component Designator: OldDesignator=VD9_2 NewDesignator=VD12_2
Change Component Designator: OldDesignator=VD10 NewDesignator=VD13
Change Component Designator: OldDesignator=VT? NewDesignator=VT1
Change component parameters: Designator = "R2" ("R2"); Footprint = "0603R"; UniqueID = "\KCQIOQZY" ("\KCQIOQZY")
Change component parameters (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "Resistor_120_1_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "120"; VariantName = "[No Variations]"
Change component parameters: Designator = "C13" ("C13"); Footprint = "0603C"; UniqueID = "\PSBAHZNV" ("\PSBAHZNV")
Change component parameters (AddParameter): Name = "Capacity (nF)"; Value = "100"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dielectric"; Value = "X7R"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "Capacitor_0,1u_10_50V_X7R_0603C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "0,1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "0,1 ÏÍ"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage (V)"; Value = "50"; VariantName = "[No Variations]"
Added Component: Designator=C10(0603C)
Add component (AddParameter): Name = "Capacity (nF)"; Value = "100"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Capacitor_0,1u_10_50V_X7R_0603C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "0,1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "0,1 ÏÍ"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage (V)"; Value = "50"; VariantName = "[No Variations]"
Added Component: Designator=C12(0603C)
Add component (AddParameter): Name = "Capacity (nF)"; Value = "100"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Capacitor_0,1u_10_50V_X7R_0603C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "0,1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "0,1 ÏÍ"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage (V)"; Value = "50"; VariantName = "[No Variations]"
Added Component: Designator=C16(0603C)
Add component (AddParameter): Name = "Capacity (nF)"; Value = "10"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Capacitor_10n_10_50V_X7R_0603C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "0,1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10 Ì"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage (V)"; Value = "50"; VariantName = "[No Variations]"
Added Component: Designator=C32(0603C)
Add component (AddParameter): Name = "Capacity (nF)"; Value = "10"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Capacitor_10n_10_50V_X7R_0603C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "0,1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10 Ì"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage (V)"; Value = "50"; VariantName = "[No Variations]"
Added Component: Designator=C35(1210C)
Add component (AddParameter): Name = "Capacity (nF)"; Value = "22000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Capacitor_22u_10_25V_X7R_1210C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "0,1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "22 ÏÍ"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage (V)"; Value = "25"; VariantName = "[No Variations]"
Added Component: Designator=C36(1206C)
Add component (AddParameter): Name = "Capacity (nF)"; Value = "4700"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Capacitor_4,7u_10_50V_X7R_1206C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "0,1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "4,7 ÏÍ"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage (V)"; Value = "50"; VariantName = "[No Variations]"
Added Component: Designator=C37(1206C)
Add component (AddParameter): Name = "Capacity (nF)"; Value = "4700"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Capacitor_4,7u_10_50V_X7R_1206C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "0,1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "4,7 ÏÍ"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage (V)"; Value = "50"; VariantName = "[No Variations]"
Added Component: Designator=C38(1210C)
Add component (AddParameter): Name = "Capacity (nF)"; Value = "22000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Capacitor_22u_10_25V_X7R_1210C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "0,1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "22 ÏÍ"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage (V)"; Value = "25"; VariantName = "[No Variations]"
Added Component: Designator=DD8(DHT22)
Add component (AddParameter): Name = "Part Number"; Value = "DHT22"; VariantName = "[No Variations]"
Added Component: Designator=DD9(SOT23-6)
Add component (AddParameter): Name = "Part Number"; Value = "MT3608"; VariantName = "[No Variations]"
Added Component: Designator=L4(B82462G4)
Add component (AddParameter): Name = "Current (A)"; Value = "1.05"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Inductance (?H)"; Value = "22"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "B82462G4223M"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "22 ÏÍ"; VariantName = "[No Variations]"
Added Component: Designator=L5(B82462G4)
Add component (AddParameter): Name = "Current (A)"; Value = "1.05"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Inductance (?H)"; Value = "22"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "B82462G4223M"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "22 ÏÍ"; VariantName = "[No Variations]"
Added Component: Designator=R10(0603R)
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Resistor_5.1k_1_0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "5,1 Í"; VariantName = "[No Variations]"
Added Component: Designator=R11(0603R)
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Resistor_1.8k_1_0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "1,8 Í"; VariantName = "[No Variations]"
Added Component: Designator=R15(0603R)
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Resistor_100k_1_0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100 Í"; VariantName = "[No Variations]"
Added Component: Designator=R21(0603R)
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Resistor_10_1_0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10"; VariantName = "[No Variations]"
Added Component: Designator=R41(0603R)
Add component (AddParameter): Name = "Case"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufactore"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Notice"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "Resistor_10k_1_0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shop"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10 Í"; VariantName = "[No Variations]"
Added Component: Designator=R42(0603R)
